,id,idvalatvalidation,ref,title,region,subregion,hostcountry,hostcountry2,provincestate,status,type,subtype,methodology,stperiodktco2eyr,ndperiodktco2eyr,rdperiodktco2eyr,yrs,slope,creditstart,expectedaccumulated2012ktco2e,expectedaccumulated2020ktco2e,expectedaccumulated2030ktco2e,validator,hostcountryuse,kcerscp1,kcerscp2,totalissuancekcers,firstissuance,until,expectedkcers,issuancesuccess,issuancedelaymonths,voluntarycancellationskcers,firstverifier,creditbuyer,withdrawncreditbuyer,pddconsultant,firststartcomment,resubmissiondate,formersubmission,nextsubmission,hostloa,regrequest,startdatefor4weekrequestreviewpe,dateofregistration,dateofderegistration,reviewhistory,sdtoolgoldstandardccbprojectnumb,mwel,fulltimehours,gridemissionfactortco2emwh,annualeegwhreduced,forestsizeha,automaticadditionality,supportedbycdmloanscheme,investmentmus,investmentustco2,investmentuskw,annualinvestmentcontribution,irrexclcer,irrbenchmark,irrinclcer,cerpriceustco2,lastcontactwithsecretariatupdate,approvedbyndrckccers,comments,ERPA,firstcountryformular,firstcountry,firstcompany,buyer,worldbank,YesNo,cerfomular,cer,treat,energy1triditional2re3both4cemen,projectdeveloper,consulting,trading,sustainabilitysolutions,multiplecountries,buyersornot,financeexclusivelyenvironmentala,carbontrade,caronornot,buyerstatus1privatelocal2private,sector,industry,subindustry,month,day,year,location,locationregion,buyercountry,projecttype,buyercompany,locationsubregion,buyerdetination,psize,cobnefits
294,CDM11204,EBNURUAI8VM48WBDPFSOGNHG9H7FKN,7189,Hebei Shangyi Longyuan Qilinshan Phase II Wind Power Project,Asia & Pacific,East Asia,China,,Hebei,Registered,Wind,Wind,ACM2,214.8,,,7,0.0,1-Oct-12,54,1773,3922,DNV,,,,,,,,,70,,,France (EDF Trading),,n.a.,27-Apr-12,,,,1-May-12,5-Sep-12,13-Nov-12,20-Sep-12,,,,100.5,2386.0,0.8959,,,,,128.6999969,599.0,1281.0,,6.41,8.0,8.909999847,12.44,2012m12,,,2/17/12,France ,France ,EDF Trading,France (EDF Trading),,1,12.43999958,12.43999958,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Utilities,Utilities,Integrated Utilities,2,17,2012,China,Asia & Pacific,France ,Wind,EDF Trading,East Asia,France (EDF Trading),0,cob4
295,CDM07461,HS7C661BCG63J89SISQ576CTFOLDIB,5760,"Mohu 17MW Hydropower Project in Huaiji County Guangdong Province, China",Asia & Pacific,East Asia,China,,Guangdong,Registered,Hydro,Run of river,ACM2,43.6,,,7,0.0,14-Aug-12,17,366,802,Deloitte-TECO,,,,,,,,,72,,,Japan (Mitsubishi),,Gaoxin Technical Development Co.,4-Feb-11,,,,1-Sep-11,2-Jun-12,19-Oct-12,14-Aug-12,,,,17.0,3594.0,0.7134,,,,,21.60000038,496.0,1270.5,,7.92,10.0,9.859999657000001,9.47,2014m5,,,11/18/10,Japan ,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,1,9.470000267,9.470000267,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,11,18,2010,China,Asia & Pacific,Japan ,Hydro,Mitsubishi Corporation,East Asia,Japan (Mitsubishi),0,cob1
296,CDM11419,S90YIQ9GIE8B7OETGOKJQIPYBT779H,8435,Anhui Susong Xihuwei Huagang Wind Farm Project,Asia & Pacific,East Asia,China,,Anhui,Registered,Wind,Wind,ACM2,75.5,,,7,0.0,1-Jan-13,0,604,1360,ERM CVS,,,,,,,,,67,,,United K. (Ultimate Carbon Trading),,n.a.,24-May-12,,,,1-Oct-12,3-Dec-12,30-Dec-12,6-Dec-12,,,,49.5,1923.0,0.7931,,,,,58.59999847,776.0,1183.3,,6.1,8.0,8.369999886,12.44,2013m5,,,5/2/12,United K. ,United K. ,Ultimate Carbon Trading,United K. (Ultimate Carbon Trading),,1,12.43999958,12.43999958,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Consumer Discretionary,Commercial Services,Professional Services,5,2,2012,China,Asia & Pacific,United K. ,Wind,Ultimate Carbon Trading,East Asia,United K. (Ultimate Carbon Trading),0,cob4
297,CDM07633,UR1AY36X37G53JCMIXTRYUESS4PR8P,5498,Inner Mongolia Datang International Hongmu Phase II Wind Farm Project,Asia & Pacific,East Asia,China,,Inner Mongolia,Registered,Wind,Wind,ACM2,110.1,,,7,0.0,22-Feb-12,94,976,2078,TV-Rhein,,,,,,,,,77,,,United K. (Eco-Tec Asia UK),,Eco-Tec Asia,24-Mar-11,,,,1-Aug-11,12-Dec-11,13-Apr-12,22-Feb-12,,,,49.5,2390.0,0.9309,,,,,57.20000076,519.0,1155.0,,6.29,8.0,10.03999996,12.44,2012m5,,,1/12/11,United K. ,United K. ,Eco-Tec Asia UK,United K. (Eco-Tec Asia UK),,1,12.43999958,12.43999958,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Financials,Specialty Finance,Other Financial Services,1,12,2011,China,Asia & Pacific,United K. ,Wind,Eco-Tec Asia UK,East Asia,United K. (Eco-Tec Asia UK),0,cob4
298,CDM03669,5X9RVRJDY3WIUSKB6XN4121M29JD3E,2472,Guohua Chenbaerhu Qi Phase I 49.5MW Wind Farm Project,Asia & Pacific,East Asia,China,,Inner Mongolia,Registered,Wind,Wind,ACM2,118.8,,,7,0.0,15-Oct-10,381,1214,2402,BV Cert,,45.0,,45.0,14-Feb-14,31-Dec-12,263.0,17%,41,,ERM CVS,Sweden (Tricorona Carbon Asset Management Sweden+Government of Sweden),,CREIA,20-May-08,,,,1-Jun-08,1-Jun-09,19-Aug-09,16-Oct-09,,,,49.5,2094.0,,,,,,63.20000076,532.0,1277.3,#REF!,6.12,8.0,9.43999958,13.03,2014m2,,,4/14/08,Sweden ,Sweden ,Carbon Asset Management Sweden AB,Sweden (Tricorona Carbon Asset Management Sweden+Government of Sweden),,1,13.02999973,13.02999973,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,Financials,Specialty Finance,Commercial Finance,4,14,2008,China,Asia & Pacific,Sweden ,Wind,Carbon Asset Management Sweden AB,East Asia,Sweden (Tricorona Carbon Asset Management Sweden+Government of Sweden),0,cob4
299,CDM03237,DK49ASKYMEZIDYCMRVYJ9XCZK1YK3L,2847,Chongqing Zhongliang Hydroelectric Project,Asia & Pacific,East Asia,China,,Chongqing,Registered,Hydro,Run of river,ACM2,293.2,,,7,0.0,10-May-10,775,3123,6056,TV-SD,,,,,,,,,99,,,Netherlands (Ecosecurities),,EcoSecurities,5-Feb-08,,,,22-Mar-07,3-Aug-09,6-Oct-09,10-May-10,,Correction 2,,96.0,3132.0,,,,,,109.1999969,372.0,1137.1,,5.59,8.0,9.0,15.71,2014m6,,"31,17 W/m2",11/13/06,Netherlands ,Netherlands ,Ecosecurities,Netherlands (Ecosecurities),,0,15.71,15.71,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Industrials,Waste & Environ Svcs & Equip,Environ Engineer & Consulting,11,13,2006,China,Asia & Pacific,Netherlands ,Hydro,Ecosecurities,East Asia,Netherlands (Ecosecurities),0,cob1
300,CDM01735,LO2557IO2T0FGS1FKPM5NZRRDTGNT4,3377,Yunnan Maguan Tongguo Hydropower Station,Asia & Pacific,East Asia,China,,Yunnan,Registered,Hydro,Run of river,ACM2,45.3,,,7,0.0,4-Oct-10,102,464,918,TV-SD,,38.0,,38.0,5-Nov-12,15-Apr-12,69.0,55%,25,,TV-Rhein,Germany (RWE),,"Beijing Tianqing Power International CDM Consulting, CasperVanderTak",3-Mar-07,,,,22-May-07,9-Feb-10,26-May-10,4-Oct-10,,Correction 1,,16.0,3717.0,,,,,,11.19999981,247.0,699.8,#REF!,4.63,10.0,10.01000023,9.47,2015m7,,,2/8/07,Germany ,Germany ,RWE Power AG,Germany (RWE),,1,9.470000267,9.470000267,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Utilities,Utilities,Integrated Utilities,2,8,2007,China,Asia & Pacific,Germany ,Hydro,RWE Power AG,East Asia,Germany (RWE),0,cob1
301,CDM03086,6TKQTBTG2BDXDM3JZNNQXU8HLVGD6E,2151,Yunnan Leidatan 108MW Hydropower Project,Asia & Pacific,East Asia,China,,Yunnan,Registered,Hydro,New dam,ACM2,402.3,265.7999878,,7,0.0,9-Feb-09,1567,4118,6537,TV-SD,,1121.0,,1121.0,8-Oct-10,31-Dec-12,1566.0,72%,20,,BV Cert,Japan (Mitsubishi),,Beijing Ruichi Electric Power Information Technology,14-Dec-07,,,,1-Jan-08,13-Aug-08,13-Dec-08,9-Feb-09,,,,108.0,4417.0,,,,,,80.59999847,200.0,746.5,#REF!,6.83,8.0,11.25,8.29,2015m11,,"20,56 W/m2",12/28/06,Japan ,Japan ,Mitsubishi,Japan (Mitsubishi),,0,8.29,8.29,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,12,28,2006,China,Asia & Pacific,Japan ,Hydro,Mitsubishi,East Asia,Japan (Mitsubishi),0,cob1
302,CDM09164,SDWAAIPWN5SOD7X875MS4KRHYNIHJ8,7019,CGN Shagou Phase I Wind Power Project,Asia & Pacific,East Asia,China,,Shandong,Registered,Wind,Wind,ACM2,84.6,,,7,0.0,12-Sep-13,25,618,1465,ERM CVS,CCER val.(3),,,,,,,,58,,,Switzerland (Mercuria Energy Trading),,Coral Carbon Resource,1-Dec-11,,,,1-Dec-11,30-Aug-12,16-Nov-12,13-Sep-12,,,,49.5,1908.0,0.8959,,,,,63.5,750.0,1282.1,,5.99,8.0,8.409999847,12.44,2012m12,,,4/17/11,Switzerland ,Switzerland ,Mercuria Energy Trading SA,Switzerland (Mercuria Energy Trading),,1,12.43999958,12.43999958,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Exploration & Production,4,17,2011,China,Asia & Pacific,Switzerland ,Wind,Mercuria Energy Trading SA,East Asia,Switzerland (Mercuria Energy Trading),0,cob4
303,CDM05157,Y36G4PKJOA54HNF686N3YMH1HPIUHI,3789,Jiangxi Huichang BaiÕe 21MW Hydro Power Project,Asia & Pacific,East Asia,China,,Jiangxi,Registered,Hydro,Run of river,ACM2,60.2,,,7,0.0,17-Dec-10,123,604,1206,TV-Rhein,,37.0,,37.0,15-Jun-12,24-Nov-11,56.0,65%,18,,CEC,Japan (Carbon Capital Management),,KOE Environmental Consultancy,16-May-09,,,,1-Oct-09,17-Jun-10,23-Oct-10,17-Dec-10,,Request,,21.0,3019.0,,,,,,26.5,440.0,1261.4,#REF!,7.09,10.0,9.649999618999999,10.66,2012m6,,"132,W/m2",8/18/09,Japan ,Japan ,Carbon Capital Management,Japan (Carbon Capital Management),,1,10.65999985,10.65999985,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Materials,Chemicals,Specialty Chemicals,8,18,2009,China,Asia & Pacific,Japan ,Hydro,Carbon Capital Management,East Asia,Japan (Carbon Capital Management),0,cob1
304,CDM03129,K07URPWU55DQWDAG3I9V7T0KIPYOJS,2864,Liaoning Kangping Furaoshan Wind Power Project,Asia & Pacific,East Asia,China,,Liaoning,Registered,Wind,Wind,ACM2,111.5,,,7,0.0,24-Feb-10,318,1211,2326,TV-SD,,183.0,,183.0,15-Apr-11,30-Apr-12,243.0,75%,14,,DNV,United K. (EDF Trading),,"China Fulin Windpower Development Corporation, Longyuan (Beijing) Carbon Asset Management Technology Co.",8-Jan-08,,,,1-Jan-08,4-Aug-09,11-Nov-09,24-Feb-10,,Correction 1,,49.5,1969.0,,,,,,54.29999924,487.0,1096.2,#REF!,6.56,8.0,9.329999924,12.26,2015m4,,,8/15/07,United K. ,United K. ,EDF Trading,United K. (EDF Trading),,0,12.26,12.26,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Utilities,Utilities,Integrated Utilities,8,15,2007,China,Asia & Pacific,United K. ,Wind,EDF Trading,East Asia,United K. (EDF Trading),0,cob4
305,CDM09190,X049C3GZ3XJW4YVZDSJJFO5KAUFENI,6596,CECEP Gansu Yumen Changma Daba North Wind Farm Project,Asia & Pacific,East Asia,China,,Gansu,Registered,Wind,Wind,ACM2,90.5,,,7,0.0,1-Jan-13,15,724,1630,TV-Rhein,,,166.0,166.0,16/Sep/16,31/Dec/15,271.0,61%,45,,CTI,United K. (Shell Trading),,"Goldchina Consultancy International, CECEP Wind Power",3-Dec-11,,,,1-Feb-12,5-Jul-12,11-Sep-12,17-Jul-12,,,,48.0,2105.0,0.8463,,,,,53.20000076,588.0,1108.1,#REF!,6.51,8.0,9.289999962000001,14.21,2016m9,,,10/2/11,United K. ,United K. ,Shell Trading,United K. (Shell Trading),,1,14.21000004,14.21000004,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Exploration & Production,10,2,2011,China,Asia & Pacific,United K. ,Wind,Shell Trading,East Asia,United K. (Shell Trading),0,cob4
306,CDM11409,U1PYR2SKRY1PZGW84MM57Y3F4KM0MN,7745,Huaneng Hezhang Dajiucaiping Wind Farm Project,Asia & Pacific,East Asia,China,,Guizhou,Registered,Wind,Wind,ACM2,87.1,,,7,0.0,1-Aug-13,0,647,1518,CQC,,,,,,,,,60,,,United K. (CAMCO),,n.a.,21-May-12,,,,1-Jun-12,16-Oct-12,15-Dec-12,22-Oct-12,,,,49.5,2226.0,0.7906,,,MSC,,71.90000153,825.0,1452.3,,6.35,8.0,8.779999733,14.21,2013m3,,,3/14/12,United K. ,United K. ,CAMCO,United K. (CAMCO),,1,14.21000004,14.21000004,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Financials,Specialty Finance,Other Financial Services,3,14,2012,China,Asia & Pacific,United K. ,Wind,CAMCO,East Asia,United K. (CAMCO),0,cob4
307,CDM06317,7WWKDANXIXALGRD7Z04VLYCL277IBQ,4750,Chongqing Chengkou County Bashan Hydropower Station Project ,Asia & Pacific,East Asia,China,,Chongqing,Registered,Hydro,New dam,ACM2,382.8,,,7,0.0,1-Jul-11,574,3641,7471,CEC,,,,,,,,,85,,,n.a.,Netherlands (AES Carbon Exchange),Caspervandertak,17-Apr-10,,,,1-Oct-09,28-Apr-11,16-Jun-11,6-May-11,,,,140.0,3207.0,,,,,,146.5,383.0,1046.5,,5.26,8.0,8.130000114,9.47,2017m2,,,11/21/08,Netherlands ,Netherlands ,AES Carbon Exchange Ltd.,Netherlands (AES Carbon Exchange),,1,9.470000267,9.470000267,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Financials,Asset Management,Investment Companies,11,21,2008,China,Asia & Pacific,Netherlands ,Hydro,AES Carbon Exchange Ltd.,East Asia,Netherlands (AES Carbon Exchange),0,cob1
308,CDM10850,XC7IQMSDJ65G88QSB5I55FBZ24U2O3,7826,Heilongjiang Kedong Aihua Wind Power Project,Asia & Pacific,East Asia,China,,Heilongjiang,Registered,Wind,Wind,ACM2,98.2,,,7,0.0,1-Nov-12,16,802,1785,DNV,,,,,,,,,69,,,France (EDF Trading),,n.a.,22-Mar-12,,,,1-Jul-12,3-Oct-12,12-Dec-12,25-Oct-12,,,,49.5,2059.0,0.9636,,,,,60.0,611.0,1212.9,,6.9,8.0,9.579999924,12.44,2013m3,,,3/5/12,France ,France ,EDF Trading,France (EDF Trading),,0,12.44,12.44,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Utilities,Utilities,Integrated Utilities,3,5,2012,China,Asia & Pacific,France ,Wind,EDF Trading,East Asia,France (EDF Trading),0,cob4
309,CDM08724,GSFTRXZ2UTA0Z6R07URIW3C5OAQDKI,6084,Datang Ningxia Ningdong (Baitugang Town Leshuigou) Wind Farm Project,Asia & Pacific,East Asia,China,,Ningxia ,Registered,Wind,Wind,ACM2,90.2,,,7,0.0,15-Jun-12,49,772,1674,ERM CVS,,,,,,,,,74,,,Switzerland (Mercuria Energy Trading),,DTM (Beijing) Energy Technology Development,6-Oct-11,,,,1-Dec-11,19-Apr-12,26-Jul-12,15-Jun-12,,,,49.5,1986.0,0.9179999999999999,,,,,60.90000153,675.0,1230.0,,6.45,8.0,9.159999847,12.44,2012m8,,,7/15/11,Switzerland ,Switzerland ,Mercuria Energy Trading SA,Switzerland (Mercuria Energy Trading),,1,12.43999958,12.43999958,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Exploration & Production,7,15,2011,China,Asia & Pacific,Switzerland ,Wind,Mercuria Energy Trading SA,East Asia,Switzerland (Mercuria Energy Trading),0,cob4
310,CDM07381,PSRKPHI1LV4QHUCNQDZ6Z5N6FW9Q44,5036,Jilin Taonan Xinli 49.5MW Wind Power Project,Asia & Pacific,East Asia,China,,Jilin,Registered,Wind,Wind,ACM2,101.2,,,7,0.0,1-Dec-11,127,920,1933,TV-SD,,,,,,,,,80,,,Finland (GreenStream Network),,GreenStream Network,22-Jan-11,,,,1-Feb-11,21-Jul-11,17-Nov-11,11-Oct-11,,,,49.5,2024.0,1.0103,,,,,62.70000076,619.0,1266.0,,6.18,8.0,9.420000076,12.44,2012m8,,,10/8/10,Finland ,Finland ,GreenStream Network,Finland (GreenStream Network),,1,12.43999958,12.43999958,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Financials,Asset Management,Investment Management,10,8,2010,China,Asia & Pacific,Finland ,Wind,GreenStream Network,East Asia,Finland (GreenStream Network),0,cob4
311,CDM04158,ODXFO5HD1DLSF17EIH51C0YXAQRJJG,1854,Hebei Shangyi Qijiashan Wind Farm Project,Asia & Pacific,East Asia,China,,Hebei,Registered,Wind,Wind,ACM2,417.8,,,7,0.0,6-Aug-10,1005,4349,8529,BV Cert,,827.0,93.0,920.0,5-Jun-12,30-Apr-13,1142.0,81%,22,,SGS,"United K. (Carbon Resource Management), Switzerland",,Carbon Resource Management,9-Sep-08,,,,1-Dec-08,12-Jun-09,26-Sep-09,23-Nov-09,,,,199.5,2316.0,,,,,,240.5,576.0,1205.7,#REF!,6.71,8.0,9.979999542,10.66,2015m4,,,12/17/07,United K. ,United K. ,Carbon Resource Management,United K. (Carbon Resource Management),,0,10.66,10.66,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Energy,Renewable Energy,Renewable Energy Project Dev,12,17,2007,China,Asia & Pacific,United K. ,Wind,Carbon Resource Management,East Asia,United K. (Carbon Resource Management),0,cob4
312,CDM08509,IDWO231CXP1HE6B88DY4K1WLKXF48N,6995,Sichuan Kangding County Xiejiagou Hydro Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,82.3,,,7,0.0,1-Nov-12,14,672,1495,JCI,,,,,,,,,69,,,United K. (EcoSecurities),,SinoCarbon Innovation & Investment,8-Sep-11,,,,1-Mar-10,15-Aug-12,26-Oct-12,21-Aug-12,,,,24.0,4448.0,0.7707,,,,,24.0,292.0,1001.4,,7.54,10.0,11.27000046,9.47,2014m9,,,6/1/09,United K. ,United K. ,EcoSecurities,United K. (EcoSecurities),,1,9.470000267,9.470000267,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Industrials,Waste & Environ Svcs & Equip,Environ Engineer & Consulting,6,1,2009,China,Asia & Pacific,United K. ,Hydro,EcoSecurities,East Asia,United K. (EcoSecurities),0,cob1
313,CDM05862,RTXKEMYRORA764XE7QZ8VZHKDB8V2D,5508,Malong River 3# Hydropower Project,Asia & Pacific,East Asia,China,,Yunnan,Registered,Hydro,Run of river,ACM2,33.4,,,7,0.0,29-Mar-12,25,293,627,TV-Nord,,,,,,,,,76,,,Switzerland (Vitol),,Shanghai Xintan Investment Management Co.,5-Dec-09,,,,1-Apr-09,29-Mar-12,9-May-12,29-Mar-12,,,,10.0,4240.0,0.7879999999999999,,,,,9.5,285.0,951.9,,6.86,10.0,10.32999992,10.0,2012m6,,,7/18/09,Switzerland ,Switzerland ,Vitol,Switzerland (Vitol),,1,10.0,10.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Integrated Oils,7,18,2009,China,Asia & Pacific,Switzerland ,Hydro,Vitol,East Asia,Switzerland (Vitol),0,cob1
314,CDM04847,RO9JPKINCP1KWXRAM966Q4KNN1GFXJ,3103,Yunnan Qianchang Hydropower Project,Asia & Pacific,East Asia,China,,Yunnan,Registered,Hydro,Run of river,ACM2,388.1,,,7,0.0,1-Jan-11,776,3883,7766,KFQ,,,,,,,,,91,,,United K. (Trading Emissions),,Coway International TechTrans Co.,17-Feb-09,,,,1-Dec-08,26-Oct-09,10-Mar-10,7-May-10,,,,114.0,3893.0,,,,,,82.0,211.0,719.7,,4.28,8.0,23.61000061,9.59,2012m2,,"146,45W/m2",5/27/08,United K. ,United K. ,Trading Emissions,United K. (Trading Emissions),,1,9.590000153,9.590000153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Financials,Specialty Finance,Other Financial Services,5,27,2008,China,Asia & Pacific,United K. ,Hydro,Trading Emissions,East Asia,United K. (Trading Emissions),0,cob1
315,CDM09236,895TBEHZUFXCAAHYM424CYEJ31TPG0,7827,Kangding county Qianxi Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,63.8,,,7,0.0,1-Jan-13,0,511,1149,CEPREI,,,,,,,,,67,,,United K. (Greenscot),,Greenscot,10-Dec-11,,,,1-May-12,16-Oct-12,17-Jan-13,22-Nov-12,,,,20.0,4404.0,0.7244,,,,,21.89999962,344.0,1097.2,,7.92,10.0,11.36999989,9.71,2013m6,,,6/16/10,United K. ,United K. ,Greenscot,United K. (Greenscot),,1,9.710000037999999,9.710000037999999,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Financials,financial institutions,Investment Management,6,16,2010,China,Asia & Pacific,United K. ,Hydro,Greenscot,East Asia,United K. (Greenscot),0,cob1
316,CDM04885,1BG87G44NUM44B07Y4SY0OK41IT8FJ,3133,Zhejiang Dachen Island Wind Power Phase I Project,Asia & Pacific,East Asia,China,,Zhejiang,Registered,Wind,Wind,ACM2,52.1,,,7,-0.5,15-Jun-10,133,550,1071,KFQ,,68.0,,68.0,23-Mar-12,25-Aug-11,64.0,106%,22,,JQA,United K. (EcoSecurities),,EcoSecurities,3-Mar-09,,,,1-Dec-08,12-Nov-09,20-Mar-10,15-Jun-10,,Minor Corrections,,25.5,2217.0,0.9214,,,,,34.09999847,655.0,1336.9,#REF!,6.07,8.0,9.149999618999999,15.71,2012m3,,,7/8/08,United K. ,United K. ,EcoSecurities,United K. (EcoSecurities),,1,15.71000004,15.71000004,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Industrials,Waste & Environ Svcs & Equip,Environ Engineer & Consulting,7,8,2008,China,Asia & Pacific,United K. ,Wind,EcoSecurities,East Asia,United K. (EcoSecurities),0,cob4
317,CDM07376,7KLCYRQN6YDN8DCMR43CMK22HZFTEB,4917,Huaneng Tongyu Xinhua 1B Wind Farm Project,Asia & Pacific,East Asia,China,,Jilin,Registered,Wind,Wind,ACM2,104.8,,,7,0.0,1-Oct-11,131,970,2018,DNV,,,,,,,,,82,,,United K. (Carbon Resource Management),,Carbon Resource Management,21-Jan-11,,,,1-Dec-10,23-Jun-11,13-Aug-11,28-Jun-11,,,,49.5,2095.0,1.0103,,,,,64.0,611.0,1292.7,,6.25,8.0,8.930000305,14.4,2015m2,,,10/8/10,United K. ,United K. ,Carbon Resource Management,United K. (Carbon Resource Management),,1,14.39999962,14.39999962,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Energy,Renewable Energy,Renewable Energy Project Dev,10,8,2010,China,Asia & Pacific,United K. ,Wind,Carbon Resource Management,East Asia,United K. (Carbon Resource Management),0,cob4
318,CDM06192,3ZVX2JPFD0I0MSX2DMF5T939HJW3DZ,5029,Inner Mongolia North Long Yuan 100 MW Huitengxile Wind Farm,Asia & Pacific,East Asia,China,,Inner Mongolia,Registered,Wind,Wind,ACM2,254.4,,,7,0.0,20-Sep-11,326,2363,4908,BV Cert,,183.0,695.0,878.0,21/May/13,31/Dec/16,1345.0,65%,20,47.8,RINA,"Netherlands (Netherlands Clean Development Facility+Electrabel), Sweden (Government of Sweden), Norway (Norwegian Ministry of Finance+Norsk Hydro+ Statoil), Finland (Finland Ministry for Foreign Affairs), Japan (JICA+Kyushu Electric+Chubu Electric+Mitsubishi+Tokyo Electric), Germany (RWE), United K. (BP)",,WB-CF,24-Jan-06,20-Mar-10,CDM00586,,7-Nov-06,18-Jul-11,25-Nov-11,20-Sep-11,,,,100.0,2759.0,0.9502,,,,,107.40000149999999,422.0,1074.0,#REF!,6.18,8.0,9.369999886,9.47,2017m3,,,10/27/06,Netherlands ,Netherlands ,Netherlands Clean Development Facility,Netherlands (Netherlands Clean Development Facility+Electrabel),,1,9.470000267,9.470000267,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,Financials,0,0,10,27,2006,China,Asia & Pacific,Netherlands ,Wind,Netherlands Clean Development Facility,East Asia,Netherlands (Netherlands Clean Development Facility+Electrabel),0,cob4
319,CDM02500,6JQ19XIF1WJAOASQ7QYLSRMJKSZ920,2014,China Jintan Hydropower Project,Asia & Pacific,East Asia,China,,Hunan,Registered,Hydro,Run of river,ACM2,52.4,,,7,0.0,27-Feb-09,201,621,1101,TV-SD,,114.0,,114.0,30-Dec-09,30-Sep-12,188.0,60%,10,,TV-Nord,Sweden (Tricorona Carbon Asset Management Sweden),,Hunan CDM Project Service Center,8-Aug-07,,,,1-Oct-07,7-Aug-08,22-Oct-08,27-Feb-09,,Correction 1,,20.0,2901.0,,,,,,13.60000038,259.0,678.1,#REF!,7.87,10.0,12.15999985,10.0,2013m6,,,10/15/06,Sweden ,Sweden ,Carbon Asset Management Sweden AB,Sweden (Tricorona Carbon Asset Management Sweden),,1,10.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Financials,Specialty Finance,Commercial Finance,10,15,2006,China,Asia & Pacific,Sweden ,Hydro,Carbon Asset Management Sweden AB,East Asia,Sweden (Tricorona Carbon Asset Management Sweden),0,cob1
