id,idvalatvalidation,ref,title,ERPA
CDM05039,L2J0IXJCZ2MNMB6V5GENRLHXTF183K,4418,Huadian Hebei Guyuan 100.5MW Wind Farm Project,1/14/08
CDM04465,JZZGUFSF5TD7WEBA0B6B8UO96K7RJ6,3104,Huadian Kailu Yihetala Phase one 49.5 MW Wind Farm Project,1/14/08
CDM03632,V2QV2QCV8PNY7VZQLDDES07QILS86R,2791,Guangxi Baise Tianlin Baile Hydropower Station,1/14/08
CDM04801,YPQRM9TRIHHFJTJXNB2OOXIJOKJGFH,3072,Hunan Yiyang Kaidi Biomass Power Project,1/15/08
CDM04799,JZP7ZODN40A80ZIPR06CCC8ATVSVW1,3068,Suqian Kaidi Biomass Co-generation Project,1/15/08
CDM04781,43J0S4G5VJPY8T6UZZDGMBHSSAWWK2,3071,Wanzai Kaidi Biomass Power Project,1/15/08
CDM04797,OH5SLTPALDNQFR7EU7U7QT6K9RIEOS,3055,Jingshan Kaidi Biomass Power Project,1/15/08
CDM03569,CJNKHWTUCBH3BS7HK46A8SC7UHXMMH,1577,CGN Inner Mongolia Zhurihe Phase I Wind Farm Project,1/15/08
CDM03656,TZNVBLBW4JY3G4IEZE2IGPOWOTJYPZ,2818,Pingdingshan Coal (Group) Company Chaochuan Mine 6*2MW Coke Oven Gas Cogeneration Project,1/15/08
CDM03341,IEOUHG931BN5N0QG10V5EDCUSLRZ8A,2574,Guizhou Kaiyang Zijiang Hydropower Station Project,1/15/08
CDM03339,ZYKT560XLYLF69LC6ORVT89LLWS9V5,2501,Guizhou Kaiyang Nanjiang Hydropower Station Project,1/15/08
CDM04554,2TMQAJMJC6ASLY60WGPG53WXU0HI1E,2932,"Tao River Lianlu Cascade II (Xiacheng) 37.5MW Hydropower Project in Gansu Province, China",1/15/08
CDM04551,XTKAEG95JWB82FOXR1GMMCPRAWBVGZ,2931,"Tao River Lianlu Cascade I 66MW Hydropower Project in Gansu Province, China",1/15/08
CDM03852,KEJ8XMREE1QV8MPA4G3GJ78V79MEKY,3231,Jiangxi Longyuan 7MW Hydropower Project,1/15/08
CDM05677,JFSBIUG9OY275PFR2TKP5USQOG5XXZ,4765,HÕMun Hydropower Project,1/17/08
CDM04802,QC156N02W3LA2X3IO0DOC2DXL9QI4W,3894,Guodian Linghai Qingsong Wind Farm Project,1/18/08
CDM03667,DNI8DPMVMIRTXZ3N06ENYJ3WMZSDI7,2594,"Bintulu Combined-Cycle Project STG Unit No.9, Tanjung Kidurong, Bintulu, Sarawak",1/18/08
CDM04798,PQK3L4BCKU2FB664CFKLYC42F6IBQB,6746,Guodian Huachuan Zhongfu Wind Farm Project,1/18/08
CDM04006,FZI21B1K6YJ203TO03LPFS0QB6AKH3,2732,IMAR Debaotu Wind Farm Phase I 49.5MW Project,1/21/08
CDM03458,EMNTYUWVG1WFFMBSQSEWFW4WUD8UEL,3136,Beijing Energy Huolinhe B First Phase 49.5MW Wind Farm Project,1/23/08
CDM03203,BGA3E0V0KUSNUHOKTLYPQEF0ROCR9K,3437,Zhejiang Tonglu Bipu Hydropower Station,1/24/08
CDM03570,DUL1MA1WJNVKV3QRE8BHI05AKYX69G,2406,CGN Inner Mongolia Duerbote Wind farm Project,1/25/08
CDM04364,57RPJJ0HZF9Z9AUYO2H38H64M0CRQU,2483,Inner Mongolia Wuliji Wind Farm Project,1/25/08
CDM03323,WGMPW9GH4MOV97BZAVENRGSFO8WO1V,3118,Yunnan Maguan Mihu River 3rd Level Hydropower Station,1/25/08
CDM09119,WA9SXA8G242BJWR38JVOKH10AXW8IN,7710,Heilongjiang Wuerguli Wind Power Project,1/26/08
CDM04220,5WDK7SQ8Z7OYEG7TW3X25RU72VCM74,3054,Henan Xinxiang 24MW Biomass based Cogeneration Project,1/27/08
CDM06896,WRSCR1T8MNCOPO6J0ZWENZVD8A5U0H,4952,Sichuan Tiejue 25MW Hydro Power Project,1/29/08
CDM03636,EDPDK74RZABHWNJEF4D4MWBAEMCT4D,2586,Jilin DaÕan Dagangzi Wind Power Project Phase II,1/29/08
CDM04861,FO1R9WYNXB0L00TJMJ1OPNW5YTWZMP,2916,Gansu Guazhou Daliangxi Wind Power Project,1/29/08
CDM04213,FPXFSQIQTJDSN5X0QLJX13RZ55K8RW,3201,Huizhou Landfill Gas Recovery and Utilization Project,1/29/08
CDM03590,6GXJK51AQHG6GUJA6YF1SJ9YPFEJ9W,2945,Sichuan Baoxing Dongfeng Hydropower Project,1/30/08
CDM03760,J8Y1747ABY9S3CWF6O6SQLTU34YB56,3315,Ebian Yi Autonomous County Shugujiao Hydropower Station,2/1/08
CDM04909,MB21BT2RZKT6VP88NW8MA7VW0VU2KE,3938,Hunan Taoshui 69MW Hydro Power Generation Project,2/1/08
CDM03348,5PTBTFXH3KT5TU5XVEHVBYS22DL702,3419,Hunan Qingxijiang Hydropower Project of China,2/1/08
CDM03346,44I7VM890A55U982AXDKY3TE2ZZ346,3240,Mayang County Jiangkou Small-scale Hydropower Project,2/1/08
CDM09092,RY1RVKZBL78OGJBCLGFAHSSODMF4HB,6559,Guangxi Liuzhou Luzhai County Luoqingjiang XiÕan Hydropower Project,2/4/08
CDM02940,NP8LSWEYWGLT19LAQCGRFM2XXRG27T,2502,"Upgradation and expansion of A.P.M.C compost plant at Tikri, Delhi",2/12/08
CDM03093,3P08PLZ59EJOWYIJ8I18Y3T685HU0P,2470,"Upgradation, Operation and Maintenance of 200 TPD Composting facility at Okhla, Delhi",2/12/08
CDM03133,2LZDSFVAT45DUSKL46SWSHIJQ2XBOZ,5427,Gansu Anxi Xiangyang Wind Power Project,2/15/08
CDM03995,ISH83RUNTQFUMT9BSBIYCSZWZY1VFD,2432,"Jiangxi Luohongkou 8.25MW Hydropower Project, China",2/15/08
CDM03643,8Q3NITUGNQH0JKGXVSVU0AM7RNEWWI,1822,Hainan Wenchang Chaotanbi First Phase Wind Farm Project,2/20/08
CDM03824,HJW5M18XZOTGI1NNM56J4HOMLA5ONT,3521,Zhejiang Wencheng Baiwanshan Small-Scale Hydropower Project,2/22/08
CDM06105,6PMS2K7X0ZJTLQX5HNNX5MF7BVSWSZ,4203,Inner Mongolia Bayannaoer Chuanjingsumu Wind Power Project,2/26/08
CDM07058,M9DTV6X2B5VK0UNUVH9MCL1U9L77BW,5475,Sichuan Mianning Changxing Hydropower Station Project,2/27/08
CDM03511,2LWIKJBWPWUYCX6KN8QESB8725O1CW,2972,Eryuan Huian Hydropower Station,2/28/08
CDM05237,HYKT3WW67F7L2DFPR1DK3TL6MSBDMU,4133,Yunnan Tianhuaban Hydropower Project,2/28/08
CDM04231,QX9UMBZ3URYIHMQHEXPAIIMSQA892Z,2841,Dangshun 15.1 MW Hydropower Project in Qinghai Province,3/1/08
CDM04140,SRUDRTD0E8NQ8EJYUSROMOMJT5UK3N,2978,Nam Khoa 3 hydropower project,3/1/08
CDM04512,1V0QVR3SNWELPEKR7AWMW63FM0YT82,4853,Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project,3/2/08
CDM03546,XFP5WOAIE41Q1FBQN8JN2AM8SO9IGP,3014,Yunnan Province Yingjiang County Nanpian River Hydropower Station,3/3/08
CDM03495,J9HOYA14SUX569DJYV8X6DDQORTQJR,3123,Yunnan Province Yingjiang County Nandan River 3rd Level Hydropower Station,3/3/08
CDM03494,IZAQ127XJACCWVRIJ9WLJUGMQ9JBN5,3174,Yunnan Province Yingjiang County Nanlang River 2nd Level Hydropower Station,3/3/08
CDM03514,556FEX9I4I75RK5WNHLJ8KQA1GGUX1,3205,Sichuan Baoxing Dengchigou Second Level Hydropower Station,3/3/08
CDM04432,21AUTLGFK935DH2UIE6AWIZKXKXOLB,2596,Fujian Pingnan Jinzaoqiao Hydropower Project,3/3/08
CDM04510,HK7IFTXIR6PZZ0KEJBLGDE0DYZYUZJ,4123,Hebei Chongli County Qingsanying Second Phase 49.3 MW Wind Power Project,3/4/08
CDM03392,EHIMR6EOQVKX0087M9XU31Q1OXGKJA,3837,Chengdu Luodai Municipal Solid Waste Incineration Project,3/4/08
CDM04221,XRJQ3MEI95NHZ46CH4VA25EU0GE2CY,3180,Malan Coal Mine Methane Utilisation Project,3/5/08
CDM04284,JE58AEEBK5OK25BOC5L7X3EWI6F8DW,2650,"Biogas project, BAJ Terbanggi",3/6/08
CDM04215,B69I26SGEHDNGTTGCPN116IUZEPJ4Q,2959,Chengkou County Huangan River Lijiaba Hydroelectric Project,3/6/08
CDM03868,NCFEXRJQWDD3VOE0HKJKUYFMZT8SGD,3105,Datang Chifeng Bolike II Wind Power Project,3/9/08
CDM04833,XZURM8V4D466X6NNFG52KGBTGLJG1F,2887,The 2nd 45MW Wind-farm project of Huadian Ningxia Ningdong Yangjiayao,3/12/08
CDM03922,J1B4H2YQJ2R20OKVR7HXV96N8TMKQO,2828,Yunnan Kunming Dongchuan Xiaoqing River 7th Level Hydropower Station,3/12/08
CDM05753,QMRI8S6CLCRU846NATH1L8V12ZDVL6,4430,Lincang County Meiziqing 3rd Level Hydropower Station,3/12/08
CDM05873,CVYK29825IJFNBC9MF4MFZVYW5K574,4443,Hubei Laifeng Jinlongtan Hydropower Station,3/12/08
CDM05492,CVR3EJHWGSRC2QB5HOL34Z7H98L8LC,3250,Hubei Province Zigui County Guanyintang Hydropower Station,3/12/08
CDM11393,QARG826SA5OJZOSS4N8YDESE1F4NQ0,9346,Handan LFG Power Generation Project,3/12/08
CDM09519,KWLPGD1PKFVU0IX6B2NK3B076O7LOC,6490,Zagunao River Shiziping 195MW Hydropower Project in Sichuan Province,3/12/08
CDM05043,KGDJZ8HJTVQICMO9ACZP08WZD9VIYW,3202,"Wangyuan 20MW Hydropower Project in Minhou County Fujian Province, China",3/15/08
CDM05396,0SMJ0FBQKFH22JGDHARPRU0TZMD95H,3556,"Jiaoziding Small Hydropower Project in Gulin County, Sichuan Province, China",3/15/08
CDM07121,JVTBKKQ0CGUAFSFEVT18PE8JMHEAL5,4857,Shaanxi Ningshan Luotuoya bundle small hydro project,3/15/08
CDM03911,0UA21HT6T14ZI05AVZ8ZFSH363G9XD,3543,Fujian Datian Jianshe Hydropower Project,3/15/08
CDM03963,0I57S9IM2SX0C3IM9O8EGU6ZWVY0BD,2853,Huade Daditaihong 49.5MW Wind Power Project,3/15/08
CDM02944,OTN2L5F850B3HWUBBW9XRD094HHYXU,3272,Guangxi Baise Dongsun Hydropower Project,3/17/08
CDM04769,LE3RTB9PKAKKAKB6K26OBHVX5L73U7,3273,Fujian Pucheng Taipingqiao Hydropower Project,3/17/08
CDM04127,HSX7T2B9IJQP30CXCIPDJXK8GJQADZ,2805,Guangdong Zhanjiang Yangqian 49.5MW Wind Power Project,3/17/08
CDM04636,0NTKTRMEN3BSQTCPKNLFLLBIKXA4DP,3342,Inner Mongolia Siziwangqi Wulanhua Wind Farm Project,3/18/08
CDM02488,26U9VEVGJBS7454QTQON3MDJ65PCAZ,3260,Suzhou Landfill in Anhui Province Gas Utilization Project,3/18/08
CDM03311,IAT3NZPQ4RNOZQ0YM7969L9XD6C3JB,2963,Guodian Liaocheng Biomass Power Project,3/19/08
CDM04087,L7LVY4KTEX154QKYLBHVRB32OAT07Y,3564,Sichuan LiwanBusen Cement Waste Heat Recovery for Power Generation Project,3/20/08
CDM03645,EV1MV7RZPGOYDGX0J4ALGXPLFHSK96,1816,Heilongjiang Shiwenzi Wind Farm Project,3/21/08
CDM03734,SSEMXJD6L169A486BVDT1I31HCIVAL,3600,Xiaojin County Zhongmachang Hydropower Project,3/21/08
CDM05903,U23WQBU3U2YOSIIPIA4KCU7U53NQL8,3906,"Yuliang 60MW Hydropower Project on You River, Guangxi Zhuang Autonomous Region",3/21/08
CDM03350,W4XW0QIEUCHMRECXT5S8YHQ63DTRJF,2539,Sichuan Jinxi Hydropower Project,3/22/08
CDM03353,A53L9TKL4RDNK1RR5Y6L701108YSEC,2590,Sichuan Xiaolongmen Hydropower Project,3/22/08
CDM04829,W5EXQKIFKIEU3P43M1P3ESZ78E8CD8,3402,Guangxi Yizhou Sancha 21MW Hydropower Project,3/24/08
CDM05553,C7UYHTS1VGVP7TS91Y05TB3ECQ76XM,4228,Hebei Wuan Lancun biogas digester Project,3/25/08
CDM03430,SZRIMSZHIHXAW9OUQIV1ZACKWT044C,2332,"Methane recovery and utilisation project at TSH Sabahan Palm Oil Mill, Sabah, Malaysia",3/26/08
CDM04024,A5QHUQ4NS3REVT28V9X1Q5JAO301LN,3942,Dak NÕTeng Hydropower Project,3/26/08
CDM04098,LFIEYK5XRXIKDNQQ37F6C3IG4DQOAD,2601,Fujian Pingnan Liyudang Hydropower Project,3/28/08
CDM04757,OJPCXBLFDQ7EW2O11KIA7K3HPJK1ZM,4237,Fujian Jianyang Huilong Hydropower Project,3/28/08
CDM04762,Y62GG0SLTXXY5H8KL4ZPWZ6ULMHC6S,3824,Fujian Jianyang Huangtangjia Hydropower Project,3/28/08
CDM04758,VZUL5PHZ499SL6RF7N99E2AA55Q53H,4741,Fujian Shaowu Jintang Hydropower Project,3/28/08
CDM04104,YZW3G36WEEJPCW3XT4QHUGDISHIHJA,3732,Fujian Ningde Sanjianxi Hydropower Project,3/28/08
CDM04765,5MWHAYORE51IVNAEAH0T945BIJX4PS,3271,Fujian Shaowu Jinwei Hydropower Project,3/28/08
CDM04506,L0OZNE1FJPOR78IK0PV85N5LB6G9QA,4789,Hebei Yuxian Second Phase 49.5MW Wind Power Project,3/28/08
CDM04031,JWHT6S2VQ60PRC490K0IZA5VB415DR,3484,Dak Ne Hydropower Project,3/29/08
CDM04114,APDXCXAQ0SLNO1Q6XXVQC4Q6VGC1SK,2381,Inner Mongolia Meiyaoshan Wind Farm Project,3/31/08
CDM05503,0PK7LFRM6ZN508V2D8AXOME3LXP0O3,3778,Sichuan Pingwu County Sancha Hydropower Station Project,4/1/08
CDM02875,NLA1Q1DZSNGGMGNQ6OHIO5192Y942L,2551,Xinjiang Kaiduhe River Chahan Wusu Hydropower Project,4/2/08
CDM04195,5WDS1GPVYI25RBQML97NEBX062M6K4,3657,Fuqing Jiaru Wind Farm Project,4/3/08
CDM06070,7YOOIXTNH8N1AHCF421WFVUHWBHLOZ,5095,Inner Mongolia Siziwangqi BayinÕaobao Wind Power Project,4/10/08
CDM06058,TGMURJWT4HBXDQ703V1ZS36DZQ02GW,5382,Heilongjiang Yilan Hezuolinchang Wind Power Project,4/10/08
CDM03134,S1I4VOFRK68Y1PU4SWTJWTGARKISYQ,3936,Inner Mongolia Hangjin Yihewusu Wind Power Project,4/10/08
CDM04033,P0AB2U6ZGJ4RSWZLBN4BYB6WLSMTS3,4242,Fujian Shouning Pingfeng Hydropower Station Project,4/11/08
CDM03347,UQSO36G4Z2W2412VT3Y6VI3XM25WHI,2766,Gansu Jingtai 45MW Wind Power Project,4/14/08
CDM04163,8RKWWYL0MUPDLMQHWLWJBJONKUP83R,2680,Gansu Yumen Diwopu Wind Power Project,4/14/08
CDM06358,NLUAZM13MW2VCVWQIJL0WYOM1LM97Q,3380,Guohua Xinbaerhu Zuoqi Phase I 49.5MW Wind Farm Project,4/14/08
CDM03669,5X9RVRJDY3WIUSKB6XN4121M29JD3E,2472,Guohua Chenbaerhu Qi Phase I 49.5MW Wind Farm Project,4/14/08
CDM05174,OKV8GCKZN2UXYW51QUYJD8Q2SHF6DT,3346,Jilin Xiangyang 1st phase Wind Power Project,4/14/08
CDM03674,1Q41028BTZXV8B9N6AIUXEWJ5CTXWE,1825,Guohua Tongliao Kezuo Zhongqi Phase II 49.5 MW Wind Farm Project,4/14/08
CDM04226,DQIA7VZ2SHLB3Q3RMRLQHGXCNXFKVQ,2567,Inner Mongolia Jingneng Saihan Wind Farm Phase I Project,4/14/08
CDM04227,9BK8L9VSRMUVBA6NZ16LGD9DPG9LUU,2566,Inner Mongolia Ximeng Zheligentu Wind Farm Phase I Project ,4/14/08
CDM03574,JUGT5Z6RA1PRT9K220HD781WRCKHJL,2597,Guohua Wulate Zhongqi Phase I 49.5 MW Wind farm Project,4/14/08
CDM03601,4OPU2SZCBG2G0DJ0ZANU6EEVTFSOK2,3021,Guohua Hebei Huanghua (Phase II) 49.5MW Windfarm Project,4/14/08
CDM04463,S44WBJ5LBBR9OFG69MQY07W4SKPXU6,2685,Jilin Shuangliao 2nd Phase Wind Power Project  ,4/14/08
CDM03899,Z1EVI0QY2W52UBZRL8KS7721BJATN0,3092,Inner Mongolia Chayouhouqi Hongmu 48 MW Wind Power Project,4/15/08
CDM03870,4UOVJMMB4CZ4CISG6VS39UZ87ZBVJ0,3688,Inner Mongolia Zhuozi II Wind Power Project,4/15/08
CDM03873,Z8HVBSL5TTHSA212YL5DIL239XWDWO,5688,Heilongjiang Yilan Fuqiang Wind Power Project,4/15/08
CDM03876,HD6V5NIUAEOGW93FHZITIQBKJY6TX6,5856,Heilongjiang Yilan Chenguang Wind Power Project,4/15/08
CDM03860,W4K251G6B5KHUJPHVPIXTJ4CCILSZE,1815,Inner Mongolia Huitengliang Phase II Wind Power Project,4/15/08
CDM03875,YKNJF04KWOWKT3F83MYYZ22964X7AF,2223,Liaoning Faku 1st phase Wind Power Project ,4/15/08
CDM05228,LCCBZBSKV4SBVA9DLNCLQ8ZIGHDQYW,3251,Inner Mongolia Zhuozi III Wind Power Project ,4/15/08
CDM07253,IEZDPIJF7ZBGFVAO2C3DAQEY8RYNQV,5286,Shandong Laizhou phase II Wind Power Project,4/15/08
CDM05562,CDGZ7EAI0VCQT64M9H5XXD1VTUIC07,5920,Inner Mongolia Ximeng Huitengliang Area A Phase I Wind Power Project,4/15/08
CDM03857,0QP6SRR3E4MN347ZWWE409UJWHX45X,2530,Shandong Laizhou phase I Wind Power Project,4/15/08
CDM05366,81EDHU9DR70P2IDRCW6NA3RTY444VC,4925,Wutuhe 25MW First-Level Hydropower Project in Guizhou Province China,4/15/08
CDM04224,CKBEBE3Z5YL637LZL7HR046BTE6WHO,2462,Hebei Fengning Luotuogou 1st Phase Wind Power Project,4/15/08
CDM03874,KUX9G38LDGXC8DI3D6UJX2TSFNA0XU,5443,Heilongjiang Hailin Weihushan Wind Power Project,4/15/08
CDM04141,OR6JEVRWVBZK73S95L13LNSD0VN0QR,2584,Shandong Dongying 1st phase Wind Power Project,4/15/08
CDM06415,0WRUN3ZU3BIND3KLG6N5N6R63NA2VF,5563,Low Temperature Waste Heat Power Generation Project in Anqiu Sunnsy Cement Corporation Limited,4/15/08
CDM06353,T5SQL4N0MKOUI73N88EY5WLOFM8925,8472,Low Temperature Waste Heat Power Generation Project in Pingyin Sunnsy Cement Corporation Limited,4/15/08
CDM03772,RTH8R2T9JAG06UHEQENNLZF3QG02MJ,2547,"Yellow River Hydro Power Plant in Luoning County, Henan Province",4/15/08
CDM04710,NJF5ZSTE6PGLP597TFILE3QGR277G8,6406,Pure Low Temperature Waste Heat Generating Project of Changle Sunnsy Cement Corporation Limited,4/15/08
CDM04711,I0MON0JT8155ZAGKOE0JOHCPT5UPIC,4116,Low Temperature Waste Heat Power Generation Project in Zibo Sunnsy Cement Corporation Limited,4/15/08
CDM04712,EV1PBE16T1DTV07FSCLWBDIZVP3RDM,7095,Pure Low Temperature Waste Heat Power Generation Project of Weifang Sunnsy Cement Corporation Limited,4/15/08
CDM05974,G65SHK08UMKSHJEX93NK6WP4TF5O57,4686,Sichuan Zhaojue Subagu 52MW Hydropower Project,4/17/08
CDM05533,C8X3JNJZYMAXJ9D5MMY9LWCN8L84JS,3741,Sichuan Dechang Xinma Hydropower Project,4/17/08
CDM05973,7TI8G5QVELWIF41GEPB8P9DZNFX6GD,4733,Sichuan Heishui Zumu 21MW Hydropower Project,4/17/08
CDM04110,0GNOV9IFKFHTMMP0UEDIMB9TUJ211A,4575,"6.0 MW wind energy project in Karnataka, India",4/18/08
CDM04105,Y85WJF9VQ5P5S5AAR7QWA8Z87ARYB5,2763,Fujian Cement 4# and 5# kilns Waste Heat Recovery for Power Generation Project,4/22/08
CDM04026,7L6UW2UJ9WL7JU2P3GMZSGYBEV0GYK,4656,Dak Psi 5 Hydropower Project,4/25/08
CDM03836,9Q9QPAIX82N8P4SU5MFS127GJ0GHPS,2571,"Wastewater treatment with Anaerobic Digester at Truong Thinh starch processing plant in Tay Ninh, Vietnam.",4/27/08
CDM04508,Q89VIF51Q6TXOOBWZAB54B2ARZZ8U7,2954,Guangdong Taishan Shangchuandao Island Phase II Wind Farm Project,4/30/08
CDM04515,KTDGTS8UZZPV7KCUBFZW5BZO5RDCTN,2953,Guangdong Taishan Shangchuandao Island Phase I Wind Farm Project,4/30/08
CDM04673,STTIQ3C8UKG9DEYKECGX4221M2XJOK,3967,Hunan Taizhou 25MW Hydropower Station Project,4/30/08
CDM04305,YPXSVVV1995RRDX5RONMNOM1ND9R9S,2688,Fugong Labuluo Hydropower Project,5/2/08
CDM04416,BWEZ5WQA0DPYAPSXY1BK2RPSXXRVNW,4713,Hunan Zhugaotan Hydropower Project,5/6/08
CDM04113,CD5704L22P4NTR7KVUEJSCN548U1UJ,2227,Inner Mongolia Xinghe Hangtian Wind Farm Project,5/6/08
CDM05421,A89TNPDR9LHL6ADY2U856ZNSCCJI91,3825,"15MW Waste Heat Recovery and Power Generation Project in Jiangsu Helin Cement Co., Ltd.",5/8/08
CDM02349,YR5F2BQ39GT1O8FSMKCOTJQA9FAKT0,3400,Gas-Steam Combined Cycle Power Plant (CCPP) Project of Laiwu Iron & Steel Group Corp.,5/12/08
CDM04459,K6COT99NAM1T6L8T1ZLUFULMUW5UIK,3031,Liaoning Changtu Taiyangshan Phase One 49.5MW Wind Farm Project,5/13/08
CDM07453,G6C0MY30A7HA5V0PEZ0TJMW4JFOZGR,4868,Changning Kawan 18.9MW Hydroelectric Project,5/13/08
CDM07095,DGKSOUJKOCK7R44OUFJDP5UMTRFTR1,8363,Sichuan Jiulong Sanyahe Stage-II 24MW Hydropower Project,5/13/08
CDM04329,VYK265PUYGIU4AH6IV2WOCVTBC2W18,2667,"Biogas Project, Olmeca III, Tecn Uman",5/14/08
CDM05478,EB2R3TJU62FXLL2ACUKL6A7XBD9SRN,3537,Ninger Mengxian River Second Cascade Hydro Power Station Project,5/15/08
CDM04138,PBHXXW3UO4HTMGFXQZJSM51RISP6KV,2422,Soroosh & Nowrooz Early Gas Gathering and Utilization Project (S&N project) ,5/15/08
CDM04433,141ZGVB2MR69F6X11LYNX8USB03X3L,2911,Huaneng Damao Maoming Phase I Wind Farm Project,5/15/08
CDM04499,LPD8EV4XTDDJ6WW3R7RX07I8YE480K,2918,Huaneng Liaoning Fuxin Phase II Wind Farm Project,5/15/08
CDM04533,0A97BRQG0GLQB7WFYERLC7MJLIUB03,3194,"Lanhua Daning Coal Mine Methane Power Generation Project, Shanxi Province, P. R. China",5/15/08
CDM04124,UGYD9NOROMQ3VXDZ4NYZMQ30G7QIE7,3959,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,5/15/08
CDM02324,U1DYCJRNMK633JRS878GF1K0SI0Z18,3166,Wugang Gas-Steam Combined Cycle Power Plant (CCPP) Project,5/15/08
CDM02346,97XW26HYZCOZT6W8IPG3QHTL0P0Q7Z,1695,Coke Dry Quenching (CDQ) Waste Heat Recovery for Power Generation Project of Wugang No. 9 and 10 Coke Ovens,5/15/08
CDM04857,DEDG0MRUPS020JA3K1U9QT1R8JP75I,3096,Sichuan Mabian River Zhouba Hydropower Station,5/15/08
CDM04441,2FI0NDVW5YSTRJ1JZD1A1ODIH43T4R,2875,Saiwuduo Hydropower Project in Gansu Province,5/15/08
CDM04449,OV4XSKMCONFY0R4MAZ6TBJ1J44JNB1,4154,Gansu Shuigouping Small Hydropower Project,5/15/08
CDM04244,TS6EZ482RN9VINQMYIRQDS2R1B706O,2531,Hubei Dahebian Hydropower Project of China,5/15/08
CDM06725,NABKZSPTHF5IQWVJ3NOMJEN7ZWG7ZM,5020,Mosa POME methane capture project,5/15/08
CDM06729,BZ6UD2U15D0ICCUWOXKR4JGEWM883V,5015,Kumbango POME methane capture project,5/15/08
CDM05330,E7NAEON4I049IH0GUAA1MRMOT7LHWR,3450,Yunnan Dali Wanhuaxi Small Hydro Power Plant ,5/15/08
CDM05922,TVG8VSH3I3JPOPCX38SMH7MDB8KXU4,3539,Huadian Kulun 201MW Wind Farm Project,5/19/08
CDM04175,C3L3LF2DRD7F8WI6DETX03DC8B4FRY,2413,Xinjiang Huadian Xiaocaohu the 2nd phase of No.1 Wind Farm project,5/20/08
CDM08489,BXG3MS9U0218R7SEX1SN336555RT85,7691,Ban Ra Hydropower Project,5/20/08
CDM08164,DAJD46T2IEEVSU9Y4GQD8AP8ENPFGR,9066,Seo Chong Ho Hydropower Project,5/20/08
CDM05979,L5VJQ027KCRW9QU2BBIO6WW866FV9I,4045,Anhua Bundled Small Hydropower Project,5/21/08
CDM03725,X4OGTCQV8JK9X9COTHGMYMJZKJKT5M,2392,"Renkeng Hydropower Project, Longchuan County, Guangdong Province",5/21/08
CDM05489,Q1B3CMDOS3KRSD51MA60P5TB0K89P8,4281,"Jingshi Hydropower Project, Huili County, Sichuan Province",5/21/08
CDM03192,154DB0EVA55S9QZNVEN4C6RROAYKUH,2815,Yunnan Yingjiang Binglangjiang Shizishan Hydropower Station Project,5/21/08
CDM04684,9MD4WVRZOO9ERVDFT03GTJKQAKI5MX,3804,Shaanxi Hanjiang Shuhe Hydropower Station,5/22/08
CDM04126,H1BYZ2UEIVYE999VGCLRII7KDWW7VT,4295,Southern District Heating Network in Urumqi City,5/23/08
CDM04560,0BZOVMVIR0P0P8FUIEPYHD5ST95C7V,3032,Hubei Shenhe 4MW Hydro Power Project,5/26/08
CDM03332,A9I9QKALKD9H3N0COSN7EVCV8RA22N,3559,Jinping Maocaoping Hydropower Station,5/26/08
CDM03209,OXUYWAEPDVVMSOYDAW73NU7Z06TZSV,3510,Hubei Hefeng Yuejia River 2nd level Hydropower Station,5/26/08
CDM04853,T0GN98JSES2ROGPXGJ6HF469O6FU7I,3101,Yunnan Lujichang Hydropower Project,5/27/08
CDM04847,RO9JPKINCP1KWXRAM966Q4KNN1GFXJ,3103,Yunnan Qianchang Hydropower Project,5/27/08
CDM04151,UH0ZSGZ9FP37Q11ZZ4U2UM4PXL4JSR,2452,Taiyuan Shanzhuangtou Landfill Gas Recovery and Utilization Project,5/30/08
CDM04144,C8EJNNZA2PG4Q7RR959F7WK7CQBSKD,2451,Taiyuan Xingou Landfill Gas Recovery and Utilization Project,5/30/08
CDM04234,8J8WAZ0YD76CKQWT0XB7XXJP2RMTIS,3089,"Yicheng Biomass Cogeneration Project in Hubei Province, China",5/30/08
CDM06201,7HHTD6NOD8W4G1IQXA6M8AF7KFZYC3,5041,"Beizhen City Wufeng Rice Trade Processing Co., Ltd. 10MW Biomass (Rice Husk) Power Plant Project",6/3/08
CDM03927,0V6ACDKB29N74F2T244DO8ETFASPBA,3943,Shaanxi Majiagou 25 MW Hydropower Project,6/3/08
CDM04809,9NPGWZGQNEY5WEROKNEJ2NIML9B04W,3727,Guangdong Jiahu Wind Farm Project,6/3/08
CDM11317,FD1PN3VRR76OFYM4RM6SRU9NG6C7M9,6116,Tanghe Tailong Cement WHR project,6/5/08
CDM05028,TDHD8IFPN8IN2XE769FCBJI3LYNGZT,3263,Jiangsu Guoxin Siyang Biomass Power Generation Project,6/6/08
CDM05874,31V6UE6ZNOQCNKH89TMTUT8HPXIVFR,5232,Yunnan Diqing Luoma Hydroelectric Project,6/6/08
CDM03316,PQYJIPG4J948MA6BU1LTD3EO00CEBM,3163,Chongqing Wanzhou Xiangjiazui Hydropower Station,6/6/08
CDM03283,SR4WKGKT1F9IMMAM8QT0T1XQIFKU1A,4745,Yunnan ErÕyuan Misha River Longdi Hydropower Station,6/6/08
